"U.S.  Military Assistance, Constant 2012 $US ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: US Overseas Loans & Grants [Greenbook], http://gbk.eads.usaidallnet.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prepared by USAID Economic Analysis and Data Services on March 28, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tq—In 1976 the U.S. Government changed the fiscal year from July-June to October-September. The Transition Quarter (TQ) reports the 3 month adjustment period of July, August and September in 1976.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Program Name,FY1946,FY1947,FY1948,FY1949,FY1950,FY1951,FY1952,FY1953,FY1954,FY1955,FY1956,FY1957,FY1958,FY1959,FY1960,FY1961,FY1962,FY1963,FY1964,FY1965,FY1966,FY1967,FY1968,FY1969,FY1970,FY1971,FY1972,FY1973,FY1974,FY1975,FY1976,FY1976tq,FY1977,FY1978,FY1979,FY1980,FY1981,FY1982,FY1983,FY1984,FY1985,FY1986,FY1987,FY1988,FY1989,FY1990,FY1991,FY1992,FY1993,FY1994,FY1995,FY1996,FY1997,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010,FY2011,FY2012
Tonga,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,076","88,129","69,642","78,539","57,075","46,618","54,600","126,865","84,441","90,001","21,673","70,745","117,990","143,112","133,242","131,501","134,154","127,257","143,958","155,799","760,967","449,614","404,571","677,037","696,791","722,609","718,466","282,088","123,900"
Trinidad & Tobago,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,128","91,634","116,023","91,666","16,649","1,111,266","874,128","811,235","883,780","254,300","134,415","531,649","774,169","2,187,580","503,422","1,578,583","1,240,753","881,274","861,187","177,080","134,421","121,035","171,980","240,419","242,620","1,068,862","899,218","709,000"
Tunisia,"Military Assistance, Total",,,,,,,,,,,,,,"8,182,727","8,081,760","41,841,811","43,048,935","9,792,339","2,579,055","1,755,934","4,553,242","46,655,351","15,434,683","19,828,016","18,404,471","25,095,824","18,573,331","9,342,851","17,085,325","25,427,444","85,240,824","32,492,726","78,392,681","75,029,841","56,355,316","38,480,720","34,992,401","201,602,696","177,026,174","181,091,054","124,719,131","22,188,189","2,609,620","48,704,191","52,282,525","50,260,702","17,982,286","16,775,081","17,348,955","2,581,610","9,683,021","9,109,165","3,071,969","44,611,976","9,767,769","9,308,627","10,936,445","12,511,835","7,851,281","15,673,772","14,215,000","11,498,344","11,205,942","10,697,597","15,195,793","21,120,417","19,424,335","19,337,000"
Turkey,"Military Assistance, Total",,,"557,910,707","655,110,359","879,054,204","1,285,020,759","1,375,986,001","1,189,482,512","2,405,109,866","156,777,588","1,293,228,989","598,807,598","987,233,754","1,322,114,638","849,908,929","928,915,160","1,138,975,550","1,092,432,364","717,556,880","853,180,309","849,669,041","1,034,944,632","917,838,862","913,072,230","875,887,464","984,096,052","976,521,991","1,018,741,476","765,609,611","377,662,808","414,805,269","402,137,701","385,957,900","506,516,513","485,834,061","507,468,800","565,787,739","725,975,939","588,165,282","1,138,738,783","1,318,738,776","756,029,490","323,642,916","853,466,577","722,848,118","804,898,690","983,016,693","758,894,124","718,554,501","596,032,839","510,933,991","600,330,651","241,456,913","7,703,175","20,697,487","4,806,466","2,337,274","89,619,596","25,032,574","47,855,987","43,390,107","20,032,447","19,382,633","10,395,477","4,536,261","5,319,355","4,931,952","4,447,100"
Turkmenistan,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,244","166,958","295,669","1,038,586","1,057,859","1,516,907","1,687,990","2,288,076","491,961","1,111,447","936,851","6,908,766","653,366","5,083,220","10,406,115","1,368,546","10,774,916","3,358,575","349,000"
Uganda,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,220","115,272","140,534","116,151","11,250",,"180,282","171,226","156,505","192,705","293,955","376,968","919,191","184,946","195,256","5,999,441","5,870,327","5,729,398","405,128","321,708",,,"1,335,314","3,183,858","2,638,588","437,072","416,889","663,813","4,225,372","18,295,419","6,780,289","3,042,600"
Ukraine,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116,106","559,187","68,114,318","16,794,003","5,183,440","8,539,028","6,796,678","8,373,539","5,975,693","11,042,069","52,385,722","8,830,238","8,146,896","5,597,004","14,163,360","12,360,824","8,606,162","10,674,236","13,977,343","84,769,901","66,094,000"
United Arab Emirates,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,786",,"15,690",,,,,,
United Kingdom,"Military Assistance, Total",,,,,"411,230,545","2,148,965,498","2,052,420,063","505,183,998","467,831,978","550,342,477","327,562,323","218,685,684","207,741,236","267,625,521","468,362,839","131,365,392","73,146,220","48,668,403","715,747",,,,,,,,"4,396",,,,,,,,,,,,,,,,,,,,,,,,"13,022,705",,,,,,,"10,014","8,587","23,930","3,830,993","29,138","19,593","19,148","22,056",,"2,863,648",
Uruguay,"Military Assistance, Total",,,,,,,"20,342,571","22,833,498","16,231,669","3,500,906","20,459,849","16,323,165","27,083,359","24,157,927","28,814,582","31,234,287","8,727,364","11,582,014","14,924,208","16,896,502","28,719,572","8,835,781","10,272,029","10,568,827","16,905,814","30,229,165","29,484,338","12,733,742","21,266,279","31,961,255","11,146,647","8,686,174","61,753",,,,,"10,479","116,442","189,713","151,882","190,598","326,649","285,376","296,360","327,599","772,018","5,004,629","5,756,331","241,296","253,832","1,990,227","481,130","1,612,361","2,199,648","815,341","818,261","2,139,342","2,594,603","186,652","260,730","270,088","296,068","375,522","586,069","1,178,035","1,119,186","544,000"
Uzbekistan,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,415","406,718","1,752,784","2,701,175","2,890,359","2,991,754","9,284,653","51,705,989","19,964,335","1,385,535","54,464",,,,,"6,946,562","14,065,687","30,640,665"
Vanuatu,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,263","21,673","70,745","122,154","134,934","125,167","115,561","82,055","81,444","118,922","130,037","119,649","120,515","109,828","63,132","98,934","118,684","95,657","61,102","32,000"
Venezuela,"Military Assistance, Total",,,,,,,,,,,,,,"83,715,589","51,617,577","60,844,660","111,201,163","87,789,874","77,235,588","68,074,412","67,979,898","5,129,386","5,391,750","4,158,227","3,669,292","38,193,901","42,206,520","43,053,780","32,881,785","2,375,931","35,414,415","321,710","225,399","292,159",,,"17,914","48,205","84,320","87,113","176,258","181,435","273,100","236,949","191,468","163,799","592,551","1,004,243","333,446","281,753","391,933","11,195,302","13,002,766","14,729,277","11,657,071","8,908,837","9,586,251","8,534,837","7,739,646","1,465,700","894,594","589,486","575,808","574,453","571,365","342,077","336,061",
Vietnam,"Military Assistance, Total",,,,,,,,,,,"225,877,282","2,066,182,490","321,246,175","368,889,912","578,138,002","612,828,102","1,242,425,117","1,301,740,614","1,158,894,644","1,874,912,817","3,929,760,580","3,654,218,715","6,624,537,267","7,816,865,284","7,406,733,432","8,647,645,135","11,163,626,866","13,907,428,132","2,983,762,645","2,023,062,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,940","130,001","298,245","508,498","1,543,946","2,692,949","3,486,889","3,407,000"
West Africa (not specified),"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"347,640",,,,,,,
Western Europe (not specified),"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,980",,"44,968",,,,,,,,,,,,,,,,,,,,,,,,
World (not specified),"Military Assistance, Total",,,,,"11,986,487","505,729,649","765,236,647","1,689,429,076","915,938,950","932,998,543","1,571,252,271","1,381,326,429","1,179,473,247","3,035,734,985","1,049,764,629","1,764,102,949","1,135,490,665","1,907,997,719","649,513,611","498,406,101","505,267,534","2,036,460,008","272,848,118","275,976,832","125,510,078","95,061,193","122,570,795","120,669,370","109,325,648","115,833,762","165,294,922","63,376,902","183,777,714","138,627,886","138,520,634","106,914,120","100,886,136","160,328,961","86,837,726","100,238,329","107,427,135","59,061,597","66,907,670","124,396,315","73,257,471","104,780,186","98,160,726","86,066,345","50,717,787","200,706,472","143,433,689","42,226,517","453,241,262","108,861,252","1,261,875","2,701,305","6,336,114","4,995,971","3,728,132","5,007,064","275,073,626","20,685,813","154,235,997","106,700,449","116,671,929","109,573,924","177,942,350","261,808,766"
Yemen,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,"5,915",,,,,,,,,,,,"799,745","3,217","651,497","1,978,580","1,490,995","1,239,727","2,046,654","23,140,370","6,781,751","1,767,431","11,606,751","1,786,858","2,145,529","3,438,350","1,684,922","955,496","38,678",,,,,"69,406","70,875","191,115","162,051","538,844","251,968","25,647,072","3,616,969","18,903,336","15,047,377","10,417,993","13,518,971","5,166,888","3,991,154","14,195,690","21,440,702","21,064,000"
Zambia,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"429,744","665,417","108,367","130,170","137,424","234,431","192,460","199,243","178,437","866,618","236,592","398,698","545,599","435,709","292,502","276,475","460,626","378,109","380,548","429,751","363,000"
Zimbabwe,"Military Assistance, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,751","220,839","284,570","358,140","313,387","248,110","268,081","309,679","335,628","2,039,117","952,975","1,907,727","348,218","328,256","310,938","406,166","421,259","397,159","372,504",,,,,,,,,,,,
